ROLL;PITCH; YAW;ACC X;ACC Y;ACC Z;GYRO X;GYRO Y;GYRO Z;TEMPERATUR;PRESSURE;ALTITUDE;
2;2;-86;-568;-624;15200;85;32;130;29.20;100.85;131.65;
2;2;-86;-568;-624;15200;85;32;130;29.20;100.85;131.65;
2;2;-86;-568;-624;15200;85;32;130;29.20;100.85;131.65;
2;2;-86;-608;-708;15048;70;59;129;29.20;100.83;134.38;
2;2;-86;-608;-708;15048;70;59;129;29.20;100.83;134.38;
2;2;-86;-608;-708;15048;70;59;129;29.20;100.83;134.38;
2;2;-86;-608;-708;15048;70;59;129;29.20;100.83;134.38;
2;2;-86;-608;-708;15048;70;59;129;29.20;100.83;134.38;
2;2;-86;-608;-708;15048;70;59;129;29.20;100.83;134.38;
2;2;-86;-736;-724;15492;76;27;143;29.20;100.84;131.37;
2;2;-86;-736;-724;15492;76;27;143;29.20;100.84;131.37;
2;2;-86;-736;-724;15492;76;27;143;29.20;100.84;131.37;
2;2;-86;-736;-724;15492;76;27;143;29.20;100.84;131.37;
2;2;-86;-736;-724;15492;76;27;143;29.20;100.84;131.37;
2;2;-86;-760;-580;15448;62;19;144;29.20;100.84;133.02;
2;2;-86;-760;-580;15448;62;19;144;29.20;100.84;133.02;
2;2;-86;-760;-580;15448;62;19;144;29.20;100.84;133.02;
2;2;-86;-760;-580;15448;62;19;144;29.20;100.84;133.02;
2;2;-86;-760;-580;15448;62;19;144;29.20;100.84;133.02;
2;2;-86;-608;-608;15384;37;-267;120;29.20;100.85;131.65;
2;2;-86;-608;-608;15384;37;-267;120;29.20;100.85;131.65;
2;2;-86;-608;-608;15384;37;-267;120;29.20;100.85;131.65;
2;2;-86;-608;-608;15384;37;-267;120;29.20;100.85;131.65;
2;2;-86;-608;-608;15384;37;-267;120;29.20;100.85;131.65;
2;2;-86;-608;-608;15384;37;-267;120;29.20;100.85;131.65;
1;2;-87;-532;-600;15372;61;125;147;29.20;100.84;133.02;
1;2;-87;-532;-600;15372;61;125;147;29.20;100.84;133.02;
1;2;-87;-532;-600;15372;61;125;147;29.20;100.84;133.02;
1;2;-87;-532;-600;15372;61;125;147;29.20;100.84;133.02;
1;2;-87;-532;-600;15372;61;125;147;29.20;100.84;133.02;
1;2;-86;-456;-684;15196;56;-8;110;29.20;100.84;131.91;
1;2;-86;-456;-684;15196;56;-8;110;29.20;100.84;131.91;
1;2;-86;-456;-684;15196;56;-8;110;29.20;100.84;131.91;
1;2;-86;-456;-684;15196;56;-8;110;29.20;100.84;131.91;
1;2;-86;-456;-684;15196;56;-8;110;29.20;100.84;131.91;
1;2;-86;-528;-652;15236;64;-24;150;29.20;100.84;131.65;
1;2;-86;-528;-652;15236;64;-24;150;29.20;100.84;131.65;
1;2;-86;-528;-652;15236;64;-24;150;29.20;100.84;131.65;
1;2;-86;-528;-652;15236;64;-24;150;29.20;100.84;131.65;
1;2;-86;-528;-652;15236;64;-24;150;29.20;100.84;131.65;
1;1;-87;-464;-512;15288;58;25;125;29.20;100.84;131.65;
1;1;-87;-464;-512;15288;58;25;125;29.20;100.84;131.65;
1;1;-87;-464;-512;15288;58;25;125;29.20;100.84;131.65;
1;1;-87;-464;-512;15288;58;25;125;29.20;100.84;131.65;
1;1;-87;-464;-512;15288;58;25;125;29.20;100.84;131.65;
1;1;-87;-464;-512;15288;58;25;125;29.20;100.84;131.65;
1;1;-87;-404;-436;15348;50;41;97;29.20;100.84;133.56;
1;1;-87;-404;-436;15348;50;41;97;29.20;100.84;133.56;
1;1;-87;-404;-436;15348;50;41;97;29.20;100.84;133.56;
1;1;-87;-404;-436;15348;50;41;97;29.20;100.84;133.56;
1;1;-87;-404;-436;15348;50;41;97;29.20;100.84;133.56;
1;1;-87;-532;-536;15604;17;4;118;29.20;100.84;133.84;
1;1;-87;-532;-536;15604;17;4;118;29.20;100.84;133.84;
1;1;-87;-532;-536;15604;17;4;118;29.20;100.84;133.84;
1;1;-87;-532;-536;15604;17;4;118;29.20;100.84;133.84;
1;1;-87;-532;-536;15604;17;4;118;29.20;100.84;133.84;
1;1;-87;-520;-520;15272;31;26;126;29.20;100.84;131.10;
1;1;-87;-520;-520;15272;31;26;126;29.20;100.84;131.10;
1;1;-87;-520;-520;15272;31;26;126;29.20;100.84;131.10;
1;1;-87;-520;-520;15272;31;26;126;29.20;100.84;131.10;
1;1;-87;-520;-520;15272;31;26;126;29.20;100.84;131.10;
1;1;-87;-520;-520;15272;31;26;126;29.20;100.84;131.10;
1;2;-87;-508;-552;15332;88;44;123;29.20;100.84;133.02;
1;2;-87;-508;-552;15332;88;44;123;29.20;100.84;133.02;
1;2;-87;-508;-552;15332;88;44;123;29.20;100.84;133.02;
1;2;-87;-508;-552;15332;88;44;123;29.20;100.84;133.02;
1;2;-87;-508;-552;15332;88;44;123;29.20;100.84;133.02;
1;2;-87;-424;-564;15388;72;44;151;29.20;100.84;133.29;
1;2;-87;-424;-564;15388;72;44;151;29.20;100.84;133.29;
1;2;-87;-424;-564;15388;72;44;151;29.20;100.84;133.29;
1;2;-87;-424;-564;15388;72;44;151;29.20;100.84;133.29;
1;2;-87;-424;-564;15388;72;44;151;29.20;100.84;133.29;
2;1;-86;-684;-444;15312;51;70;148;29.20;100.84;131.91;
2;1;-86;-684;-444;15312;51;70;148;29.20;100.84;131.91;
2;1;-86;-684;-444;15312;51;70;148;29.20;100.84;131.91;
2;1;-86;-684;-444;15312;51;70;148;29.20;100.84;131.91;
2;1;-86;-684;-444;15312;51;70;148;29.20;100.84;131.91;
2;1;-86;-684;-444;15312;51;70;148;29.20;100.84;131.91;
1;1;-87;-452;-452;15312;59;49;126;29.20;100.83;131.65;
1;1;-87;-452;-452;15312;59;49;126;29.20;100.83;131.65;
1;1;-87;-452;-452;15312;59;49;126;29.20;100.83;131.65;
1;1;-87;-452;-452;15312;59;49;126;29.20;100.83;131.65;
1;1;-87;-452;-452;15312;59;49;126;29.20;100.83;131.65;
2;1;-87;-552;-504;15248;58;92;131;29.20;100.83;131.37;
2;1;-87;-552;-504;15248;58;92;131;29.20;100.83;131.37;
2;1;-87;-552;-504;15248;58;92;131;29.20;100.83;131.37;
2;1;-87;-552;-504;15248;58;92;131;29.20;100.83;131.37;
2;1;-87;-552;-504;15248;58;92;131;29.20;100.83;131.37;
3;2;-85;-924;-608;15216;85;55;135;29.20;100.84;133.02;
3;2;-85;-924;-608;15216;85;55;135;29.20;100.84;133.02;
3;2;-85;-924;-608;15216;85;55;135;29.20;100.84;133.02;
3;2;-85;-924;-608;15216;85;55;135;29.20;100.84;133.02;
3;2;-85;-924;-608;15216;85;55;135;29.20;100.84;133.02;
3;1;-85;-956;-508;15360;86;128;146;29.20;100.84;131.37;
3;1;-85;-956;-508;15360;86;128;146;29.20;100.84;131.37;
3;1;-85;-956;-508;15360;86;128;146;29.20;100.84;131.37;
3;1;-85;-956;-508;15360;86;128;146;29.20;100.84;131.37;
3;1;-85;-956;-508;15360;86;128;146;29.20;100.84;131.37;
3;1;-85;-956;-508;15360;86;128;146;29.20;100.84;131.37;
3;1;-86;-924;-436;15168;70;60;126;29.20;100.85;131.65;
3;1;-86;-924;-436;15168;70;60;126;29.20;100.85;131.65;
3;1;-86;-924;-436;15168;70;60;126;29.20;100.85;131.65;
3;1;-86;-924;-436;15168;70;60;126;29.20;100.85;131.65;
3;1;-86;-924;-436;15168;70;60;126;29.20;100.85;131.65;
3;1;-85;-988;-516;15252;91;68;130;29.20;100.84;133.29;
3;1;-85;-988;-516;15252;91;68;130;29.20;100.84;133.29;
3;1;-85;-988;-516;15252;91;68;130;29.20;100.84;133.29;
3;1;-85;-988;-516;15252;91;68;130;29.20;100.84;133.29;
3;1;-85;-988;-516;15252;91;68;130;29.20;100.84;133.29;
0;4;-85;240;-1220;17012;-548;-6952;-112;29.20;100.84;131.37;
0;4;-85;240;-1220;17012;-548;-6952;-112;29.20;100.84;131.37;
0;4;-85;240;-1220;17012;-548;-6952;-112;29.20;100.84;131.37;
0;4;-85;240;-1220;17012;-548;-6952;-112;29.20;100.84;131.37;
0;4;-85;240;-1220;17012;-548;-6952;-112;29.20;100.84;131.37;
0;4;-85;240;-1220;17012;-548;-6952;-112;29.20;100.84;131.37;
3;-2;-85;-1036;600;15312;1529;-824;-531;29.20;100.83;131.65;
3;-2;-85;-1036;600;15312;1529;-824;-531;29.20;100.83;131.65;
3;-2;-85;-1036;600;15312;1529;-824;-531;29.20;100.83;131.65;
3;-2;-85;-1036;600;15312;1529;-824;-531;29.20;100.83;131.65;
3;-2;-85;-1036;600;15312;1529;-824;-531;29.20;100.83;131.65;
1;-1;-87;-372;544;16276;-200;2134;504;29.20;100.83;131.37;
1;-1;-87;-372;544;16276;-200;2134;504;29.20;100.83;131.37;
1;-1;-87;-372;544;16276;-200;2134;504;29.20;100.83;131.37;
1;-1;-87;-372;544;16276;-200;2134;504;29.20;100.83;131.37;
1;-1;-87;-372;544;16276;-200;2134;504;29.20;100.83;131.37;
0;-2;-87;-12;568;15476;668;302;173;29.20;100.85;131.91;
0;-2;-87;-12;568;15476;668;302;173;29.20;100.85;131.91;
0;-2;-87;-12;568;15476;668;302;173;29.20;100.85;131.91;
0;-2;-87;-12;568;15476;668;302;173;29.20;100.85;131.91;
0;-2;-87;-12;568;15476;668;302;173;29.20;100.85;131.91;
0;-3;-86;-260;944;15324;920;-690;576;29.20;100.83;133.02;
0;-3;-86;-260;944;15324;920;-690;576;29.20;100.83;133.02;
0;-3;-86;-260;944;15324;920;-690;576;29.20;100.83;133.02;
0;-3;-86;-260;944;15324;920;-690;576;29.20;100.83;133.02;
0;-3;-86;-260;944;15324;920;-690;576;29.20;100.83;133.02;
0;-3;-86;-260;944;15324;920;-690;576;29.20;100.83;133.02;
-2;-15;-74;740;3844;13784;3997;-84;-258;29.20;100.83;134.38;
-2;-15;-74;740;3844;13784;3997;-84;-258;29.20;100.83;134.38;
-2;-15;-74;740;3844;13784;3997;-84;-258;29.20;100.83;134.38;
-2;-15;-74;740;3844;13784;3997;-84;-258;29.20;100.83;134.38;
-2;-15;-74;740;3844;13784;3997;-84;-258;29.20;100.83;134.38;
4;-23;-65;-1220;5988;13464;25;1047;592;29.20;100.84;131.65;
4;-23;-65;-1220;5988;13464;25;1047;592;29.20;100.84;131.65;
4;-23;-65;-1220;5988;13464;25;1047;592;29.20;100.84;131.65;
4;-23;-65;-1220;5988;13464;25;1047;592;29.20;100.84;131.65;
4;-23;-65;-1220;5988;13464;25;1047;592;29.20;100.84;131.65;
-1;-25;-64;512;6812;14068;193;-1897;-117;29.20;100.83;134.11;
-1;-25;-64;512;6812;14068;193;-1897;-117;29.20;100.83;134.11;
-1;-25;-64;512;6812;14068;193;-1897;-117;29.20;100.83;134.11;
-1;-25;-64;512;6812;14068;193;-1897;-117;29.20;100.83;134.11;
-1;-25;-64;512;6812;14068;193;-1897;-117;29.20;100.83;134.11;
-1;-25;-64;512;6812;14068;193;-1897;-117;29.20;100.83;134.11;
0;-15;-74;28;4116;14444;-3956;-2238;761;29.20;100.84;130.54;
0;-15;-74;28;4116;14444;-3956;-2238;761;29.20;100.84;130.54;
0;-15;-74;28;4116;14444;-3956;-2238;761;29.20;100.84;130.54;
0;-15;-74;28;4116;14444;-3956;-2238;761;29.20;100.84;130.54;
0;-15;-74;28;4116;14444;-3956;-2238;761;29.20;100.84;130.54;
-16;-1;-73;4564;396;15204;-4155;1966;339;29.20;100.85;133.29;
-16;-1;-73;4564;396;15204;-4155;1966;339;29.20;100.85;133.29;
-16;-1;-73;4564;396;15204;-4155;1966;339;29.20;100.85;133.29;
-16;-1;-73;4564;396;15204;-4155;1966;339;29.20;100.85;133.29;
-16;-1;-73;4564;396;15204;-4155;1966;339;29.20;100.85;133.29;
-20;9;-67;5368;-2424;14020;660;-2696;696;29.20;100.84;133.56;
-20;9;-67;5368;-2424;14020;660;-2696;696;29.20;100.84;133.56;
-20;9;-67;5368;-2424;14020;660;-2696;696;29.20;100.84;133.56;
-20;9;-67;5368;-2424;14020;660;-2696;696;29.20;100.84;133.56;
-20;9;-67;5368;-2424;14020;660;-2696;696;29.20;100.84;133.56;
-20;9;-67;5368;-2424;14020;660;-2696;696;29.20;100.84;133.56;
-16;5;-72;4552;-1672;15692;-490;3531;224;29.20;100.84;133.84;
-16;5;-72;4552;-1672;15692;-490;3531;224;29.20;100.84;133.84;
-16;5;-72;4552;-1672;15692;-490;3531;224;29.20;100.84;133.84;
-16;5;-72;4552;-1672;15692;-490;3531;224;29.20;100.84;133.84;
-16;5;-72;4552;-1672;15692;-490;3531;224;29.20;100.84;133.84;
2;2;-85;-772;-704;14888;-177;3976;-109;29.20;100.84;133.29;
2;2;-85;-772;-704;14888;-177;3976;-109;29.20;100.84;133.29;
2;2;-85;-772;-704;14888;-177;3976;-109;29.20;100.84;133.29;
2;2;-85;-772;-704;14888;-177;3976;-109;29.20;100.84;133.29;
2;2;-85;-772;-704;14888;-177;3976;-109;29.20;100.84;133.29;
16;-3;-72;-4628;952;15268;2426;1320;585;29.10;100.84;133.56;
16;-3;-72;-4628;952;15268;2426;1320;585;29.10;100.84;133.56;
16;-3;-72;-4628;952;15268;2426;1320;585;29.10;100.84;133.56;
16;-3;-72;-4628;952;15268;2426;1320;585;29.10;100.84;133.56;
16;-3;-72;-4628;952;15268;2426;1320;585;29.10;100.84;133.56;
27;-5;-62;-7396;1424;14428;1304;-3415;558;29.20;100.84;133.02;
27;-5;-62;-7396;1424;14428;1304;-3415;558;29.20;100.84;133.02;
27;-5;-62;-7396;1424;14428;1304;-3415;558;29.20;100.84;133.02;
27;-5;-62;-7396;1424;14428;1304;-3415;558;29.20;100.84;133.02;
27;-5;-62;-7396;1424;14428;1304;-3415;558;29.20;100.84;133.02;
27;-5;-62;-7396;1424;14428;1304;-3415;558;29.20;100.84;133.02;
5;0;-84;-1404;8;15372;-511;-4818;304;29.20;100.84;130.82;
5;0;-84;-1404;8;15372;-511;-4818;304;29.20;100.84;130.82;
5;0;-84;-1404;8;15372;-511;-4818;304;29.20;100.84;130.82;
5;0;-84;-1404;8;15372;-511;-4818;304;29.20;100.84;130.82;
5;0;-84;-1404;8;15372;-511;-4818;304;29.20;100.84;130.82;
-2;0;-87;640;52;15376;267;-21;955;29.20;100.84;133.29;
-2;0;-87;640;52;15376;267;-21;955;29.20;100.84;133.29;
-2;0;-87;640;52;15376;267;-21;955;29.20;100.84;133.29;
-2;0;-87;640;52;15376;267;-21;955;29.20;100.84;133.29;
-2;0;-87;640;52;15376;267;-21;955;29.20;100.84;133.29;
5;19;-69;-1484;-5124;14132;-2306;1486;-356;29.20;100.84;131.91;
5;19;-69;-1484;-5124;14132;-2306;1486;-356;29.20;100.84;131.91;
5;19;-69;-1484;-5124;14132;-2306;1486;-356;29.20;100.84;131.91;
5;19;-69;-1484;-5124;14132;-2306;1486;-356;29.20;100.84;131.91;
5;19;-69;-1484;-5124;14132;-2306;1486;-356;29.20;100.84;131.91;
8;28;-59;-2356;-7440;13268;-1238;-1037;238;29.20;100.84;133.84;
8;28;-59;-2356;-7440;13268;-1238;-1037;238;29.20;100.84;133.84;
8;28;-59;-2356;-7440;13268;-1238;-1037;238;29.20;100.84;133.84;
8;28;-59;-2356;-7440;13268;-1238;-1037;238;29.20;100.84;133.84;
8;28;-59;-2356;-7440;13268;-1238;-1037;238;29.20;100.84;133.84;
8;28;-59;-2356;-7440;13268;-1238;-1037;238;29.20;100.84;133.84;
10;35;-52;-2580;-8512;11488;535;954;748;29.20;100.83;133.02;
10;35;-52;-2580;-8512;11488;535;954;748;29.20;100.83;133.02;
10;35;-52;-2580;-8512;11488;535;954;748;29.20;100.83;133.02;
10;35;-52;-2580;-8512;11488;535;954;748;29.20;100.83;133.02;
10;35;-52;-2580;-8512;11488;535;954;748;29.20;100.83;133.02;
9;8;-77;-2604;-2352;15604;4149;-167;361;29.20;100.83;131.65;
9;8;-77;-2604;-2352;15604;4149;-167;361;29.20;100.83;131.65;
9;8;-77;-2604;-2352;15604;4149;-167;361;29.20;100.83;131.65;
9;8;-77;-2604;-2352;15604;4149;-167;361;29.20;100.83;131.65;
9;8;-77;-2604;-2352;15604;4149;-167;361;29.20;100.83;131.65;
9;-4;-79;-2524;1324;15616;2992;-1323;271;29.20;100.85;131.65;
9;-4;-79;-2524;1324;15616;2992;-1323;271;29.20;100.85;131.65;
9;-4;-79;-2524;1324;15616;2992;-1323;271;29.20;100.85;131.65;
9;-4;-79;-2524;1324;15616;2992;-1323;271;29.20;100.85;131.65;
9;-4;-79;-2524;1324;15616;2992;-1323;271;29.20;100.85;131.65;
9;-4;-79;-2524;1324;15616;2992;-1323;271;29.20;100.85;131.65;
8;-13;-73;-2120;3384;13920;2288;-760;681;29.20;100.85;131.10;
8;-13;-73;-2120;3384;13920;2288;-760;681;29.20;100.85;131.10;
8;-13;-73;-2120;3384;13920;2288;-760;681;29.20;100.85;131.10;
8;-13;-73;-2120;3384;13920;2288;-760;681;29.20;100.85;131.10;
8;-13;-73;-2120;3384;13920;2288;-760;681;29.20;100.85;131.10;
9;-17;-70;-2396;4484;14196;3411;50;870;29.20;100.83;130.82;
9;-17;-70;-2396;4484;14196;3411;50;870;29.20;100.83;130.82;
9;-17;-70;-2396;4484;14196;3411;50;870;29.20;100.83;130.82;
9;-17;-70;-2396;4484;14196;3411;50;870;29.20;100.83;130.82;
9;-17;-70;-2396;4484;14196;3411;50;870;29.20;100.83;130.82;
8;-17;-70;-2220;4744;14516;-1751;-1314;-878;29.20;100.85;130.82;
8;-17;-70;-2220;4744;14516;-1751;-1314;-878;29.20;100.85;130.82;
8;-17;-70;-2220;4744;14516;-1751;-1314;-878;29.20;100.85;130.82;
8;-17;-70;-2220;4744;14516;-1751;-1314;-878;29.20;100.85;130.82;
8;-17;-70;-2220;4744;14516;-1751;-1314;-878;29.20;100.85;130.82;
8;-17;-70;-2220;4744;14516;-1751;-1314;-878;29.20;100.85;130.82;
-11;-8;-75;3124;2400;14976;-5351;1862;886;29.20;100.84;131.91;
-11;-8;-75;3124;2400;14976;-5351;1862;886;29.20;100.84;131.91;
-11;-8;-75;3124;2400;14976;-5351;1862;886;29.20;100.84;131.91;
-11;-8;-75;3124;2400;14976;-5351;1862;886;29.20;100.84;131.91;
-11;-8;-75;3124;2400;14976;-5351;1862;886;29.20;100.84;131.91;
-2;0;-87;676;132;14776;-1023;-4994;-1354;29.20;100.84;130.54;
-2;0;-87;676;132;14776;-1023;-4994;-1354;29.20;100.84;130.54;
-2;0;-87;676;132;14776;-1023;-4994;-1354;29.20;100.84;130.54;
-2;0;-87;676;132;14776;-1023;-4994;-1354;29.20;100.84;130.54;
-2;0;-87;676;132;14776;-1023;-4994;-1354;29.20;100.84;130.54;
-1;0;-88;356;8;15652;-5611;3048;1102;29.20;100.85;131.65;
-1;0;-88;356;8;15652;-5611;3048;1102;29.20;100.85;131.65;
-1;0;-88;356;8;15652;-5611;3048;1102;29.20;100.85;131.65;
-1;0;-88;356;8;15652;-5611;3048;1102;29.20;100.85;131.65;
-1;0;-88;356;8;15652;-5611;3048;1102;29.20;100.85;131.65;
-1;0;-88;356;8;15652;-5611;3048;1102;29.20;100.85;131.65;
0;7;-82;-108;-1800;13468;-766;-947;-454;29.20;100.85;130.28;
0;7;-82;-108;-1800;13468;-766;-947;-454;29.20;100.85;130.28;
0;7;-82;-108;-1800;13468;-766;-947;-454;29.20;100.85;130.28;
0;7;-82;-108;-1800;13468;-766;-947;-454;29.20;100.85;130.28;
0;7;-82;-108;-1800;13468;-766;-947;-454;29.20;100.85;130.28;
7;3;-81;-2300;-1176;16996;-5307;22026;456;29.20;100.85;130.82;
7;3;-81;-2300;-1176;16996;-5307;22026;456;29.20;100.85;130.82;
7;3;-81;-2300;-1176;16996;-5307;22026;456;29.20;100.85;130.82;
7;3;-81;-2300;-1176;16996;-5307;22026;456;29.20;100.85;130.82;
7;3;-81;-2300;-1176;16996;-5307;22026;456;29.20;100.85;130.82;
4;2;-85;-912;-468;12512;-189;-323;120;29.20;100.84;131.65;
4;2;-85;-912;-468;12512;-189;-323;120;29.20;100.84;131.65;
4;2;-85;-912;-468;12512;-189;-323;120;29.20;100.84;131.65;
4;2;-85;-912;-468;12512;-189;-323;120;29.20;100.84;131.65;
4;2;-85;-912;-468;12512;-189;-323;120;29.20;100.84;131.65;
0;1;-88;124;-332;15520;55;1192;442;29.20;100.84;131.65;
0;1;-88;124;-332;15520;55;1192;442;29.20;100.84;131.65;
0;1;-88;124;-332;15520;55;1192;442;29.20;100.84;131.65;
0;1;-88;124;-332;15520;55;1192;442;29.20;100.84;131.65;
0;1;-88;124;-332;15520;55;1192;442;29.20;100.84;131.65;
0;1;-88;124;-332;15520;55;1192;442;29.20;100.84;131.65;
-1;1;-88;292;-292;15280;-310;893;174;29.20;100.84;131.91;
-1;1;-88;292;-292;15280;-310;893;174;29.20;100.84;131.91;
-1;1;-88;292;-292;15280;-310;893;174;29.20;100.84;131.91;
-1;1;-88;292;-292;15280;-310;893;174;29.20;100.84;131.91;
-1;1;-88;292;-292;15280;-310;893;174;29.20;100.84;131.91;
2;2;-86;-572;-624;15556;-87;947;277;29.20;100.84;130.00;
2;2;-86;-572;-624;15556;-87;947;277;29.20;100.84;130.00;
2;2;-86;-572;-624;15556;-87;947;277;29.20;100.84;130.00;
2;2;-86;-572;-624;15556;-87;947;277;29.20;100.84;130.00;
2;2;-86;-572;-624;15556;-87;947;277;29.20;100.84;130.00;
-2;0;-87;572;-68;15180;1007;-2964;66;29.20;100.84;131.91;
-2;0;-87;572;-68;15180;1007;-2964;66;29.20;100.84;131.91;
-2;0;-87;572;-68;15180;1007;-2964;66;29.20;100.84;131.91;
-2;0;-87;572;-68;15180;1007;-2964;66;29.20;100.84;131.91;
-2;0;-87;572;-68;15180;1007;-2964;66;29.20;100.84;131.91;
-2;0;-87;572;-68;15180;1007;-2964;66;29.20;100.84;131.91;
-2;1;-86;748;-320;15292;618;640;266;29.20;100.84;130.54;
-2;1;-86;748;-320;15292;618;640;266;29.20;100.84;130.54;
-2;1;-86;748;-320;15292;618;640;266;29.20;100.84;130.54;
-2;1;-86;748;-320;15292;618;640;266;29.20;100.84;130.54;
ROLL;PITCH; YAW;ACC X;ACC Y;ACC Z;GYRO X;GYRO Y;GYRO Z;TEMPERATUR;PRESSURE;ALTITUDE;
-2;1;-86;748;-320;15292;618;640;266;29.20;100.84;130.54;
-9;2;-80;2552;-556;15208;103;12;109;29.20;100.85;129.72;
-9;2;-80;2552;-556;15208;103;12;109;29.20;100.85;129.72;
-9;2;-80;2552;-556;15208;103;12;109;29.20;100.85;129.72;
-9;2;-80;2552;-556;15208;103;12;109;29.20;100.85;129.72;
-9;2;-80;2552;-556;15208;103;12;109;29.20;100.85;129.72;
-8;1;-81;2280;-496;15288;76;-32;109;29.20;100.85;131.37;
-8;1;-81;2280;-496;15288;76;-32;109;29.20;100.85;131.37;
-8;1;-81;2280;-496;15288;76;-32;109;29.20;100.85;131.37;
-8;1;-81;2280;-496;15288;76;-32;109;29.20;100.85;131.37;
-8;1;-81;2280;-496;15288;76;-32;109;29.20;100.85;131.37;
-8;1;-81;2184;-396;15144;49;-29;111;29.20;100.84;130.54;
-8;1;-81;2184;-396;15144;49;-29;111;29.20;100.84;130.54;
-8;1;-81;2184;-396;15144;49;-29;111;29.20;100.84;130.54;
-8;1;-81;2184;-396;15144;49;-29;111;29.20;100.84;130.54;
-8;1;-81;2184;-396;15144;49;-29;111;29.20;100.84;130.54;
-8;1;-81;2184;-396;15144;49;-29;111;29.20;100.84;130.54;
-8;1;-81;2328;-416;15072;60;27;127;29.20;100.84;130.00;
-8;1;-81;2328;-416;15072;60;27;127;29.20;100.84;130.00;
-8;1;-81;2328;-416;15072;60;27;127;29.20;100.84;130.00;
-8;1;-81;2328;-416;15072;60;27;127;29.20;100.84;130.00;
-8;1;-81;2328;-416;15072;60;27;127;29.20;100.84;130.00;
-8;1;-81;2176;-448;15404;61;-46;123;29.20;100.84;131.10;
-8;1;-81;2176;-448;15404;61;-46;123;29.20;100.84;131.10;
-8;1;-81;2176;-448;15404;61;-46;123;29.20;100.84;131.10;
-8;1;-81;2176;-448;15404;61;-46;123;29.20;100.84;131.10;
-8;1;-81;2176;-448;15404;61;-46;123;29.20;100.84;131.10;
-10;0;-79;2776;-248;15372;140;-300;121;29.20;100.84;131.10;
-10;0;-79;2776;-248;15372;140;-300;121;29.20;100.84;131.10;
-10;0;-79;2776;-248;15372;140;-300;121;29.20;100.84;131.10;
-10;0;-79;2776;-248;15372;140;-300;121;29.20;100.84;131.10;
-10;0;-79;2776;-248;15372;140;-300;121;29.20;100.84;131.10;
-10;0;-79;2776;-248;15372;140;-300;121;29.20;100.84;131.10;
-10;1;-79;2664;-380;15020;56;53;127;29.20;100.83;131.91;
-10;1;-79;2664;-380;15020;56;53;127;29.20;100.83;131.91;
-10;1;-79;2664;-380;15020;56;53;127;29.20;100.83;131.91;
-10;1;-79;2664;-380;15020;56;53;127;29.20;100.83;131.91;
-10;1;-79;2664;-380;15020;56;53;127;29.20;100.83;131.91;
-10;1;-79;2852;-464;15360;79;8;120;29.20;100.85;131.91;
-10;1;-79;2852;-464;15360;79;8;120;29.20;100.85;131.91;
-10;1;-79;2852;-464;15360;79;8;120;29.20;100.85;131.91;
-10;1;-79;2852;-464;15360;79;8;120;29.20;100.85;131.91;
-10;1;-79;2852;-464;15360;79;8;120;29.20;100.85;131.91;
-9;1;-79;2660;-412;15124;16;35;96;29.20;100.84;131.65;
-9;1;-79;2660;-412;15124;16;35;96;29.20;100.84;131.65;
-9;1;-79;2660;-412;15124;16;35;96;29.20;100.84;131.65;
-9;1;-79;2660;-412;15124;16;35;96;29.20;100.84;131.65;
-9;1;-79;2660;-412;15124;16;35;96;29.20;100.84;131.65;
-10;1;-79;2740;-352;14948;26;41;126;29.20;100.84;130.54;
-10;1;-79;2740;-352;14948;26;41;126;29.20;100.84;130.54;
-10;1;-79;2740;-352;14948;26;41;126;29.20;100.84;130.54;
-10;1;-79;2740;-352;14948;26;41;126;29.20;100.84;130.54;
-10;1;-79;2740;-352;14948;26;41;126;29.20;100.84;130.54;
-10;1;-79;2740;-352;14948;26;41;126;29.20;100.84;130.54;
-10;1;-79;2868;-452;15080;49;25;119;29.20;100.84;133.29;
-10;1;-79;2868;-452;15080;49;25;119;29.20;100.84;133.29;
-10;1;-79;2868;-452;15080;49;25;119;29.20;100.84;133.29;
-10;1;-79;2868;-452;15080;49;25;119;29.20;100.84;133.29;
-10;1;-79;2868;-452;15080;49;25;119;29.20;100.84;133.29;
-10;1;-79;2848;-472;15032;86;23;135;29.20;100.83;133.56;
-10;1;-79;2848;-472;15032;86;23;135;29.20;100.83;133.56;
-10;1;-79;2848;-472;15032;86;23;135;29.20;100.83;133.56;
-10;1;-79;2848;-472;15032;86;23;135;29.20;100.83;133.56;
-10;1;-79;2848;-472;15032;86;23;135;29.20;100.83;133.56;
-10;1;-79;2824;-536;15144;59;8;144;29.20;100.84;133.02;
-10;1;-79;2824;-536;15144;59;8;144;29.20;100.84;133.02;
-10;1;-79;2824;-536;15144;59;8;144;29.20;100.84;133.02;
-10;1;-79;2824;-536;15144;59;8;144;29.20;100.84;133.02;
-10;1;-79;2824;-536;15144;59;8;144;29.20;100.84;133.02;
-10;1;-79;2824;-536;15144;59;8;144;29.20;100.84;133.02;
-10;1;-79;2796;-428;15344;62;69;109;29.20;100.83;130.54;
-10;1;-79;2796;-428;15344;62;69;109;29.20;100.83;130.54;
-10;1;-79;2796;-428;15344;62;69;109;29.20;100.83;130.54;
-10;1;-79;2796;-428;15344;62;69;109;29.20;100.83;130.54;
-10;1;-79;2796;-428;15344;62;69;109;29.20;100.83;130.54;
